index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
361,917 Foster,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,917,foster ave,V3J 2L8,Coquitlam,BC,917 foster ave coquitlam bc v3j 2l8,Coquitlam,5915034.0,59.0,49.2565375,-122.8710548,1
3610,Gateway Residential and Community Support Services of Niagara,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,178,king street,L3B 3J5,Welland,ON,,Welland,3526032.0,35.0,42.98820377,-79.25069868,2
3613,George Brown College,mental health and addiction organization,Ambulatory health care services,Province of Ontario,200,king street e,M5A 3W8,Toronto,ON,,Toronto,3520005.0,35.0,43.65124129,-79.37027698,2
3614,George Herman House,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,158,madison avenue,M5R 2S5,Toronto,ON,,Toronto,3520005.0,35.0,43.67398969,-79.40582219,2
3615,Georgetown Hospital,general,Hospitals,Public Health Agency of Canada,1,princess anne dr,L7G 2B8,Georgetown,ON,1 princess anne dr. georgetown on l7g 2b8,Halton Hills,3524015.0,35.0,43.644797,-79.933322,2
3616,Georgian,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,1,georgian drive,L4M 3X9,Barrie,ON,,Barrie,3543042.0,35.0,44.4116603,-79.66675384,2
3617,Georgian Bay Fht,family health team - contract,Ambulatory health care services,Province of Ontario,186,erie street,L9Y 4T3,Collingwood,ON,,Collingwood,3543031.0,35.0,44.50108939,-80.20516252,2
362,92a Street House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,8704,92a st,V1J 3J6,Fort St John,BC,8704 92a st fort st. john bc v1j 3j6,Fort St. John,5955034.0,59.0,56.23371650000001,-120.8340087,1
3623,Georgian Heights,long-term care home,Nursing and residential care facilities,Province of Ontario,1115,10 street e,N4K 6B1,Owen Sound,ON,,Owen Sound,3542059.0,35.0,44.56929937,-80.92272196,2
3624,Georgian Manor Home for the Aged,long-term care home,Nursing and residential care facilities,Province of Ontario,101,thompsons road,L9M 0V3,Penetanguishene,ON,,Penetanguishene,3543072.0,35.0,44.76796585,-79.91976266,2
3626,Georgina,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,152,high street,L9M 0V3,Georgina,ON,,Georgina,3519070.0,35.0,44.304694,-79.361197,2
3627,Geraldton District Hospital,general,Hospitals,Public Health Agency of Canada,500,hogarth st w,P0T 1M0,Geraldton,ON,500 hogarth st. w. geraldton on p0t 1m0,Greenstone,3558075.0,35.0,49.7226939,-86.9547123,0
3628,Geriatric Psychiatry Community Services of Ottawa,mental health and addiction organization,Ambulatory health care services,Province of Ontario,75,bruyère street,K1N 5C7,Ottawa,ON,,Ottawa,3506008.0,35.0,45.43220386,-75.69601434,2
3629,Gerstein Crisis Centre,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,24,silverview drive,M2M 2B3,Toronto,ON,,Toronto,3520005.0,35.0,43.78638301,-79.41188220000001,2
363,9511 Steveston Highway,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,9511,steveston hwy,V7A 1M7,Richmond,BC,9511 steveston hwy richmond bc v7a 1m7,Richmond,5915015.0,59.0,49.13373789999999,-123.1212091,1
3630,Gilbert Hall Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,22,veterans road,N0G 2W0,Wingham,ON,,North Huron,3540055.0,35.0,43.88515973,-81.31294852,2
3631,Gilmore Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,50,gilmore road,L2A 2M1,Fort Erie,ON,,Fort Erie,3526003.0,35.0,42.92080238,-78.91490397,2
3633,Glanbrook Community Services,community support service,Ambulatory health care services,Province of Ontario,4280,binbrook road,L0R 1C0,Hamilton,ON,,Hamilton,3525005.0,35.0,43.12915187,-79.83736468,2
3634,Glebe Centre,long-term care home,Nursing and residential care facilities,Province of Ontario,950,bank street,K1S 5G6,Ottawa,ON,,Ottawa,3506008.0,35.0,45.39876525,-75.68635693,2
3636,Glen Hill Marnwood,long-term care home,Nursing and residential care facilities,Province of Ontario,26,elgin street,L1C 3C8,Bowmanville,ON,,Clarington,3518017.0,35.0,43.91589256,-78.68988509,2
3637,Glen Hill Strathaven,long-term care home,Nursing and residential care facilities,Province of Ontario,264,king street e,L1C 1P9,Bowmanville,ON,,Clarington,3518017.0,35.0,43.91212066,-78.67361278,2
3638,Glen-Stor-Dun Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,1900,montreal road,K6H 7L1,Cornwall,ON,,Cornwall,3501012.0,35.0,45.02603103,-74.68347497,2
364,95th Avenue Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1625,95 ave,V1G 1K2,Dawson Creek,BC,1625 95 ave dawson creek bc v1g 1k2,Dawson Creek,5955014.0,59.0,55.7674715,-120.24938600000002,1
3640,Glengarry,nurse practitioner led clinic,Ambulatory health care services,Province of Ontario,137,military road,K0C 1N0,Lancaster,ON,,South Glengarry,3501005.0,35.0,45.14418886,-74.50269842,2
3641,Glengarry Inter-Agency Group Inc.,community support service,Ambulatory health care services,Province of Ontario,3525,ontario,K0C 1A0,Vankleek Hill,ON,,Champlain,3502010.0,35.0,45.56101752,-74.63006139,2
3643,Glynnwood,retirement home,Nursing and residential care facilities,Province of Ontario,7700,bayview avenue,L3T 5W1,Markham,ON,,Markham,3519036.0,35.0,43.81983661,-79.40361491,2
3644,Goderich Place Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,30,balvina drive e,N7A 4L5,Goderich,ON,,Goderich,3540028.0,35.0,43.72853959,-81.70948703,2
3645,Golden Agers - Salvation Army in Canada (the Governing Council of the),community support service,Ambulatory health care services,Province of Ontario,365,14 street w,N4K 5P7,Owen Sound,ON,,Owen Sound,3542059.0,35.0,44.57344577,-80.94993577,2
3646,Golden Dawn Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,80,main street,N0H 1W0,Lions Head,ON,,Northern Bruce Peninsula,3541069.0,35.0,44.98706902,-81.25537981,2
3648,Golden Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,481,melrose boulevard,P4N 5H3,Timmins,ON,,Timmins,3556027.0,35.0,48.48606627,-81.34352493,2
365,Abbotsford Regional Hospital and Cancer Care,general,Hospitals,Public Health Agency of Canada,2179,mccallum rd,V2S 3P1,Abbotsford,BC,2179 mccallum rd. abbotsford bc v2s 3p1,Abbotsford,5909052.0,59.0,49.041893,-122.295136,1
3650,Golden Plough Lodge,long-term care home,Nursing and residential care facilities,Province of Ontario,983,burnham street,K9A 5J6,Cobourg,ON,,Cobourg,3514021.0,35.0,43.9744937,-78.19501703,2
3651,Golden Pond Retirement Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,39,alice street,N0E 1Y0,Waterford,ON,,Norfolk County,3528052.0,35.0,42.93481642,-80.29271571,2
3652,Golden Pond Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,387,goodrich road,K0K 1R0,Codrington,ON,,Brighton,3514004.0,35.0,44.12413954,-77.78791971,2
3653,Golden Years Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,704,eagle street n,N3H 4T3,Cambridge,ON,,Cambridge,3530010.0,35.0,43.4042795,-80.35454667,2
3655,Good Companions Seniors' Center,community support service,Ambulatory health care services,Province of Ontario,670,albert street,K1R 6L2,Ottawa,ON,,Ottawa,3506008.0,35.0,45.41364475,-75.71017064,2
3657,Good Samaritan Retirement Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,481,victoria street e,L9R 1J8,New Tecumseth,ON,,New Tecumseth,3543007.0,35.0,44.15888285,-79.84546178,2
3658,Good Shepherd Centre Hamilton (the),community support service,Ambulatory health care services,Province of Ontario,143,wentworth street s,L8N 2Z1,Hamilton,ON,,Hamilton,3525005.0,35.0,43.24748669,-79.85041590000002,2
3659,Good Shepherd Ministries,community support service,Ambulatory health care services,Province of Ontario,412,queen street e,M5A 1T3,Toronto,ON,,Toronto,3520005.0,35.0,43.65615969,-79.36252578,2
366,Abbotsford Regional Hospital and Cancer Centre,cancer,Hospitals,Public Health Agency of Canada,32900,marshall rd,V2S 0C2,Abbotsford,BC,32900 marshall rd abbotsford bc v2s 0c2,Abbotsford,5909052.0,59.0,49.037872,-122.312854,1
3662,Goodness Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,16,aldborough avenue,N5R 4S7,Saint Thomas,ON,,St. Thomas,3534021.0,35.0,42.759489,-81.173799,2
3663,Governing Council of Salvation Army - London Village Adult Day Program,community support service,Ambulatory health care services,Province of Ontario,1340,dundas street e,N5W 3B6,London,ON,,London,3539036.0,35.0,42.99826238,-81.2030626,2
3665,Governor's Walk Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,150,stanley avenue,K1M 2J7,Ottawa,ON,,Ottawa,3506008.0,35.0,45.44025126,-75.68767054,2
3666,Grace Haven,community support service,Ambulatory health care services,Province of Ontario,35,van horne avenue,P8N 3B4,Dryden,ON,,Dryden,3560027.0,35.0,49.78362787,-92.8355216,0
3667,Grace Manor,long-term care home,Nursing and residential care facilities,Province of Ontario,45,kingknoll drive,L6Y 5P2,Brampton,ON,,Brampton,3521010.0,35.0,43.65294337,-79.74143790000001,2
3668,Grace Villa Nursing Home,long-term care home,Nursing and residential care facilities,Province of Ontario,45,lockton crescent,L8V 4V5,Hamilton,ON,,Hamilton,3525005.0,35.0,43.21147629,-79.84709659,2
3669,Grand Bend Area Community Health Centre,community health centre,Ambulatory health care services,Province of Ontario,69,main street s,N0M 1T0,Exeter,ON,,Lambton Shores,3538040.0,35.0,43.3099406,-81.7502814,2
367,Abbotsford Village Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,302-2050,sumas way,V2S 2C7,Abbotsford,BC,302-2050 sumas way abbotsford bc v2s 2c7,Abbotsford,5909052.0,59.0,49.038729,-122.269714,1
3671,Grand River Community Health Centre,midwifery clinic,Ambulatory health care services,Province of Ontario,363,colborne street,N3S 3N2,Brantford,ON,,Brantford,3529006.0,35.0,43.13882755,-80.25587592,2
3672,Grand River Hospital,general,Hospitals,Public Health Agency of Canada,835,king st w,N2G 1G3,Kitchener,ON,835 king st. w kitchener on n2g 1g3,Kitchener,3530013.0,35.0,43.4557709,-80.51168009999999,2
3674,Grand River Hospital - Freeport Site,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,3570,king st e,N2A 2W1,Kitchener,ON,3570 king st. e. kitchener on n2a 2w1,Kitchener,3530013.0,35.0,43.4255623,-80.4130265,2
3679,Grand Wood Park,retirement home,Nursing and residential care facilities,Province of Ontario,81,grand avenue,N6C 1M2,London,ON,,London,3539036.0,35.0,42.97086368,-81.24181941,2
368,Abbott House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7109,westholme rd,V9L 6B4,Duncan,BC,7109 westholme rd duncan bc v9l 6b4,North Cowichan,5919008.0,59.0,48.850301,-123.71504,1
3680,Grandview Fht,family health team - contract,Ambulatory health care services,Province of Ontario,167,hespeler road,N1R 3H7,Cambridge,ON,,Cambridge,3530010.0,35.0,43.38142249,-80.31935576,2
3682,Grandview Lodge / Dunnville,long-term care home,Nursing and residential care facilities,Province of Ontario,657,lock street w,N1A 1V9,Dunnville,ON,,Haldimand County,3528018.0,35.0,42.90834644,-79.63401540000001,2
3683,Granite Landing,retirement home,Nursing and residential care facilities,Province of Ontario,30,light drive,N1T 0B9,Cambridge,ON,,Cambridge,3530010.0,35.0,43.38918,-80.28204865,2
3684,Granite Ridge Care Community,long-term care home,Nursing and residential care facilities,Province of Ontario,5501,abbott street e,K2S 2C5,Ottawa,ON,,Ottawa,3506008.0,35.0,45.26988372,-75.90499269,2
3685,Granite Ridge Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,1097,bethune drive s,P1P 0A8,Gravenhurst,ON,,Gravenhurst,3544002.0,35.0,44.9106018,-79.36804549,2
3686,Gravenhurst Senior Citizens Club,community support service,Ambulatory health care services,Province of Ontario,480,first street n,P1P 1B9,Gravenhurst,ON,,Gravenhurst,3544002.0,35.0,44.9240139,-79.3740637,2
3688,Great Northern Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,240,shepherdson road,P0J 1P0,Temiskaming Shores,ON,,Temiskaming Shores,3554020.0,35.0,47.49941201,-79.69553097,2
3689,Great Northern Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,760,great northern road,P6B 0B5,Sault Ste Marie,ON,,Sault Ste. Marie,3557061.0,35.0,46.54935421,-84.31709876,2
369,Abby Central Medical and Dental Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,2855,gladwin road,V2T 6Y4,Abbotsford,BC,2855 gladwin road abbotsford bc v2t 6y4,Abbotsford,5909052.0,59.0,49.0541,-122.3176,1
3690,Greater City of Sudbury Program for Community Living,community support service,Ambulatory health care services,Province of Ontario,15,kin drive,P3Y 1N1,Sudbury,ON,,Greater Sudbury / Grand Sudbury,3553005.0,35.0,46.43849906,-81.14574553,2
3691,Greenbelt Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,3500,fallowfield road,K2J 4A7,Ottawa,ON,,Ottawa,3506008.0,35.0,45.29303723,-75.74235664,2
3692,Greenstone Family Health Team,family health team - contract,Ambulatory health care services,Province of Ontario,510,hogarth avenue w,P0T 1M0,Geraldton,ON,,Greenstone,3558075.0,35.0,49.7233494,-86.95696565,0
3693,Greenview Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,880,lawrence avenue e,M3C 1P6,Toronto,ON,,Toronto,3520005.0,35.0,43.736373,-79.34886588,2
3694,Greenway Lodge Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,860,the greenway,L5G 1P6,Mississauga,ON,,Mississauga,3521005.0,35.0,43.56395956,-79.56964054,2
3695,Greenway Retirement Village,retirement home,Nursing and residential care facilities,Province of Ontario,100,ken whillans drive,L6V 0A4,Brampton,ON,,Brampton,3521010.0,35.0,43.69217287,-79.76373531,2
3696,Greenwood Court,long-term care home,Nursing and residential care facilities,Province of Ontario,90,greenwood drive,N5A 7W5,Stratford,ON,,Stratford,3531011.0,35.0,43.38294686,-80.97615776,2
3697,Grey Bruce Health Services,mental health and addiction organization,Ambulatory health care services,Province of Ontario,495,9 avenue e,N4K 3E2,Owen Sound,ON,,Owen Sound,3542059.0,35.0,44.56018467,-80.92544046,2
3698,Grey Bruce Health Services (Corporate Headquarters) - Owen Sound,general,Hospitals,Public Health Agency of Canada,1800,8 st e,N4K 6M9,Owen Sound,ON,1800 - 8th st. e. owen sound on n4k 6m9,Owen Sound,3542059.0,35.0,44.569716,-80.910861,2
3699,Grey Bruce Health Services - Lion's Head,general,Hospitals,Public Health Agency of Canada,22,moore st,N0H 1W0,Lions Head,ON,22 moore st. lion's head on n0h 1w0,Northern Bruce Peninsula,3541069.0,35.0,44.9860183,-81.2489387,2
370,Aberdeen Hospital - Victoria,extended care,Nursing and residential care facilities,Public Health Agency of Canada,1450,hillside ave,V8T 2B7,Victoria,BC,1450 hillside ave. victoria bc v8t 2b7,Victoria,5917034.0,59.0,48.4418999,-123.343,1
3700,Grey Bruce Health Services - Markdale,general,Hospitals,Public Health Agency of Canada,55,isla st,N0C 1H0,Markdale,ON,55 isla st. markdale on n0c 1h0,Grey Highlands,3542015.0,35.0,44.3181695,-80.6501723,2
3701,Grey Bruce Health Services - Meaford,general,Hospitals,Public Health Agency of Canada,229,nelson st w,N4L 1A3,Meaford,ON,229 nelson st. w. meaford on n4l 1a3,Meaford,3542047.0,35.0,44.6057164,-80.599874,2
