index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
785,Fischer Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,555,cedar avenue,V0K 2E1,100 Mile House,BC,555 cedar avenue 100 mile house bc v0k 2e1,One Hundred Mile House,5941005.0,59.0,51.63807,-121.291632,1
786,Five Corners Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,21451,old yale rd,V3A 4M6,Langley,BC,21451 old yale rd langley bc v3a 4m6,Langley,5915001.0,59.0,49.0915519,-122.6283675,1
787,Flamingo Road,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,8244,flamingo rd,V2N 2J1,Prince George,BC,8244 flamingo rd prince george bc v2n 2j1,Prince George,5953023.0,59.0,54.005809,-122.82062,1
788,Fleet Street Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2994,fleet st,V3C 3R8,Coquitlam,BC,2994 fleet st coquitlam bc v3c 3r8,Coquitlam,5915034.0,59.0,49.2634222,-122.8114257,1
789,Fleetwood House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,9407,161 st,V4N 2P3,Surrey,BC,9407 161st st surrey bc v4n 2p3,Surrey,5915004.0,59.0,49.173384000000006,-122.776442,1
790,Fleetwood Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,16011,83 ave,V4N 0N2,Surrey,BC,16011 83rd ave surrey bc v4n 0n2,Surrey,5915004.0,59.0,49.153895,-122.778049,1
791,Fletcher 1,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,12062,fletcher st,V2X 6K9,Maple Ridge,BC,12062 fletcher st maple ridge bc v2x 6k9,Maple Ridge,5915075.0,59.0,49.2216885,-122.5919793,1
792,Foothills Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,203-3387,david avenue,V3E 0K4,Coquitlam,BC,203-3387 david avenue coquitlam bc v3e 0k4,Coquitlam,5915034.0,59.0,49.293373,-122.755466,1
793,Foremed Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,420,columbia street,V3L 1B1,New Westminster,BC,420 columbia street new westminster bc v3l 1b1,New Westminster,5915029.0,59.0,49.204289,-122.905839,1
794,Forensic Psychiatric Hospital (Forensic Psychiatric Services Commission),psychiatric,Hospitals,Public Health Agency of Canada,70,colony farm rd,V3C 5X9,Port Coquitlam,BC,70 colony farm rd. port coquitlam bc v3c 5x9,Vancouver,5915022.0,59.0,49.263318,-123.111417,1
796,Forglen 5450,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5450,forglen dr,V5H 3K7,Burnaby,BC,5450 forglen dr burnaby bc v5h 3k7,Burnaby,5915025.0,59.0,49.2349345,-122.9926051,1
797,Forrest Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,491,forrest dr,V1R 2H1,Warfield,BC,491 forrest dr warfield bc v1r 2h1,Warfield,5905018.0,59.0,49.0940859,-117.7475746,1
798,Forrester House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1998,forrester st,V8R 3H1,Victoria,BC,1998 forrester st victoria bc v8r 3h1,Saanich,5917021.0,59.0,48.443712,-123.32226,1
7984,HÔPITAL CHRIST-ROI,hôpitaux,Hospitals,Municipality of Québec,900,boulevard wilfrid-hamel,J9T 2S2,Québec City,QC,,Québec,2423027.0,24.0,46.81135599,-71.25837456,3
799,Fort Nelson General Hospital,general,Hospitals,Public Health Agency of Canada,5315,liard st,V0C 1R0,Fort Nelson,BC,5315 liard st. fort nelson bc v0c 1r0,Northern Rockies,5959007.0,59.0,58.808958700000005,-122.70494,1
7995,HÔPITAL DE JOUR GÉRIATRIQUE,centre hospitalier,Hospitals,Municipality of Gatineau,455,montée paiement,J9T 2S2,Gatineau,QC,,Gatineau,2481017.0,24.0,45.493517,-75.676739,2
801,Fort St. John Hospital,general,Hospitals,Public Health Agency of Canada,9636,100 ave,V1J 1Y3,Fort St John,BC,9636 - 100th ave. fort st. john bc v1j 1y3,Fort St. John,5955034.0,59.0,56.25613829999999,-120.816339,1
803,Fourth and Alma,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3625,w 4 ave,V6R 1P2,Vancouver,BC,3625 w 4th ave vancouver bc v6r 1p2,Vancouver,5915022.0,59.0,49.268865000000005,-123.1845142,1
804,Foyer Maillard,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1010,alderson ave,V3K 1W1,Coquitlam,BC,1010 alderson ave coquitlam bc v3k 1w1,Coquitlam,5915034.0,59.0,49.23926289999999,-122.8662457,1
805,Francis House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,8640,cruickshank drive,V6Y 2X6,Richmond,BC,8640 cruickshank drive richmond bc v6y 2x6,Richmond,5915015.0,59.0,49.149711200000006,-123.1472723,1
806,Fraser Canyon Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,222,wallace street,V0X 1L0,Hope,BC,222 wallace street hope bc v0x 1l0,Hope,5909009.0,59.0,49.378762,-121.44343899999998,1
807,Fraser Canyon Hospital,general,Hospitals,Public Health Agency of Canada,1275,7 ave,V0X 1L4,Hope,BC,1275 - 7th ave. hope bc v0x 1l4,Hope,5909009.0,59.0,49.3768382,-121.424275,1
808,Fraser Highway Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,27109,fraser highway,V4W 3R2,Aldergrove,BC,27109 fraser highway aldergrove bc v4w 3r2,Langley,5915001.0,59.0,49.05831,-122.4733,1
810,Fraser Supported Community Living,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4723,206a st,V3A 6N7,Langley City,BC,4723 206a st langley city bc v3a 6n7,Langley,5915002.0,59.0,49.0887548,-122.6516108,1
811,Fraser Valley Detox and Treatment Centre,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6705,satchell st,V4X 2E3,Abbotsford,BC,6705 satchell st abbotsford bc v4x 2e3,Abbotsford,5909052.0,59.0,49.1239695,-122.4160247,1
812,Fraserside Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7738,gilley ave,V5J 4Y2,Burnaby,BC,7738 gilley ave burnaby bc v5j 4y2,Burnaby,5915025.0,59.0,49.2134802,-122.9715652,1
8129,JEWISH ELDERCARE CENTRE,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,5725,victoria ave,H3W 3H6,Montréal,QC,5725 victoria ave. montréal qc h3w 3h6,Montréal,2466023.0,24.0,45.492871,-73.633826,2
813,Fraserview Intermediate Care Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,9580,williams road,V7A 1H2,Richmond,BC,9580 williams road richmond bc v7a 1h2,Richmond,5915015.0,59.0,49.1398092,-123.1174766,1
8131,JEWISH REHABILITATION HOSPITAL,rehabilitation,Hospitals,Public Health Agency of Canada,3205,alton goldbloom pl,H7V 1R2,Laval,QC,3205 alton goldbloom pl. laval qc h7v 1r2,Laval,2465005.0,24.0,45.548623,-73.73759100000001,2
814,Frederick Road,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1075,frederick road,V7K 1H9,North Vancouver,BC,1075 frederick road north vancouver bc v7k 1h9,North Vancouver,5915046.0,59.0,49.3416966,-123.0440175,1
815,Fruitvale House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1889,columbia gardens rd,V0G 1L0,Fruitvale,BC,1889 columbia gardens rd fruitvale bc v0g 1l0,Fruitvale,5905005.0,59.0,49.1122882,-117.54355259999998,1
816,Fsj Acl Four-Plex,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,10519,102 ave,V1J 2E7,Fort St John,BC,10519 102 ave fort st. john bc v1j 2e7,Fort St. John,5955034.0,59.0,56.248114,-120.85713,1
817,g.f. Strong Rehabilitation Centre,rehabilitation,Hospitals,Public Health Agency of Canada,4255,laurel st,V5Z 2G9,Vancouver,BC,4255 laurel st. vancouver bc v5z 2g9,Vancouver,5915022.0,59.0,49.246789,-123.125415,1
819,g.r. Baker Memorial Hospital,general,Hospitals,Public Health Agency of Canada,543,front st,V2J 2K7,Quesnel,BC,543 front st. quesnel bc v2j 2k7,Quesnel,5941013.0,59.0,52.9814079,-122.49955590000002,1
820,Garden Manor Rest Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,63,nicola st w,V2C 1J5,Kamloops,BC,63 nicola st w kamloops bc v2c 1j5,Kamloops,5933042.0,59.0,50.6729058,-120.3408427,1
821,Gate House Adult Care,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3380,cobble hill rd,V0R 1L0,Cobble Hill,BC,3380 cobble hill rd cobble hill bc v0r 1l0,Cowichan Valley C,5919049.0,59.0,48.681633000000005,-123.60684,1
823,Gatehouse,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2847,gatehouse pl,V9N 8S1,Courtenay,BC,2847 gatehouse pl courtenay bc v9n 8s1,Courtenay,5926010.0,59.0,49.7129894,-124.9862519,1
824,Gateway Crisis Stabilization Unit,psychiatric,Nursing and residential care facilities,Public Health Agency of Canada,517,6 ave n,V2G 2G8,Williams Lake,BC,517 6th ave. n. williams lake bc v2g 2g8,Williams Lake,5941009.0,59.0,52.1383395,-122.1431155,1
825,Gateway House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2356,rosstown rd,V9T 3R7,Nanaimo,BC,2356 rosstown rd nanaimo bc v9t 3r7,Nanaimo,5921007.0,59.0,49.196739,-123.99909,1
8253,MCGILL UNIVERSITY HEALTH CENTRE - MONTRÉAL CHEST INSTITUTE,general,Hospitals,Public Health Agency of Canada,3650,st urbain,H2X 2P4,Montréal,QC,3650 st. urbain montréal qc h2x 2p4,Montréal,2466023.0,24.0,45.513014,-73.5752103,2
827,Gateway Lodge Complex Care,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1488,20 ave,V2L 0A5,Prince George,BC,1488 20th ave prince george bc v2l 0a5,Prince George,5953023.0,59.0,53.905864,-122.7543,1
828,Gaumont Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1070,north glen dr,V2B 5C1,Kamloops,BC,1070 north glen dr kamloops bc v2b 5c1,Kamloops,5933042.0,59.0,50.7086212,-120.3829343,1
829,Gemini House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2244,pitt river rd,V3C 1R6,Port Coquitlam,BC,2244 pitt river rd port coquitlam bc v3c 1r6,Port Coquitlam,5915039.0,59.0,49.2542391,-122.7803914,1
830,George Derby Centre,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7550,cumberland st,V3N 3X5,Burnaby,BC,7550 cumberland st burnaby bc v3n 3x5,Burnaby,5915025.0,59.0,49.233602000000005,-122.916488,1
831,George Pearson Centre,rehabilitation,Nursing and residential care facilities,Public Health Agency of Canada,700,west 57 ave,V6P 1S1,Vancouver,BC,700 west 57th ave. vancouver bc v6p 1s1,Vancouver,5915022.0,59.0,49.21877,-123.121144,1
832,Georgia House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4812,georgia st,V4K 2S9,Delta,BC,4812 georgia st delta bc v4k 2s9,Delta,5915011.0,59.0,49.0905341,-123.0876367,1
833,Georgia Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,683,denman street,V6G 2L3,Vancouver,BC,683 denman street vancouver bc v6g 2l3,Vancouver,5915022.0,59.0,49.292361,-123.134202,1
834,German Canadian Care Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2010,harrison dr,V5P 2P6,Vancouver,BC,2010 harrison dr vancouver bc v5p 2p6,Vancouver,5915022.0,59.0,49.2098793,-123.0651145,1
835,Gibsons Medical Associates,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,211-1100,sunshine coast highway,V0N 1V7,Gibsons,BC,211-1100 sunshine coast highway gibsons bc v0n 1v7,Gibsons,5929005.0,59.0,49.409182,-123.5307,1
836,Gilley House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,8275,gilley ave,V5J 4Y8,Burnaby,BC,8275 gilley ave burnaby bc v5j 4y8,Burnaby,5915025.0,59.0,49.2089907,-122.9733811,1
837,Gilley Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1357,gilley cres,V2P 1X2,Parksville,BC,1357 gilley cres parksville bc v2p 1x2,Nanaimo G,5921034.0,59.0,49.341872,-124.38007,1
838,Gillis House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1699,tutill court,V1K 1C6,Merritt,BC,1699 tutill court merritt bc v1k 1c6,Merritt,5933006.0,59.0,50.1075263,-120.7861348,1
839,Glacier View Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2450,back rd,V9N 9G8,Courtenay,BC,2450 back rd courtenay bc v9n 9g8,Courtenay,5926010.0,59.0,49.690363,-124.96434,1
840,Gladstone House ( l & t Services),Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2182,e 30 ave,V5N 3A6,Vancouver,BC,2182 e 30th ave vancouver bc v5n 3a6,Vancouver,5915022.0,59.0,49.24299439999999,-123.0635011,1
841,Gladstone Street Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5425,gladstone st,V5P 4S1,Vancouver,BC,5425 gladstone st vancouver bc v5p 4s1,Vancouver,5915022.0,59.0,49.2356384,-123.0623051,1
842,Glengarry Hospital,extended care,Hospitals,Public Health Agency of Canada,1780,fairfield rd,V8S 1G7,Victoria,BC,1780 fairfield rd. victoria bc v8s 1g7,Victoria,5917034.0,59.0,48.4152829,-123.3318857,1
843,Glenmore Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,325,drysdale blvd,V1V 1P5,Kelowna,BC,325 drysdale blvd kelowna bc v1v 1p5,Kelowna,5935010.0,59.0,49.9163179,-119.4400778,1
844,Glenora Farm 1 (Big House),Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4766,waters rd,V9L 6S9,Duncan,BC,4766 waters rd duncan bc v9l 6s9,Cowichan Valley E,5919051.0,59.0,48.743009,-123.77905,1
847,Glenwood Seniors Community,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1458,glenwood dr,V0M 1A0,Agassiz,BC,1458 glenwood dr agassiz bc v0m 1a0,Kent,5909032.0,59.0,49.2308549,-121.75817859999998,1
848,Glover Medical Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,101-5796,glover road,V3A 4H9,Langley,BC,101-5796 glover road langley bc v3a 4h9,Langley,5915002.0,59.0,49.108106,-122.65072,1
849,Goldcity Walk-in Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,458,reid street,V2J 2M6,Quesnel,BC,458 reid street quesnel bc v2j 2m6,Quesnel,5941013.0,59.0,52.98001,-122.497053,1
8492,SHRINERS HOSPITAL FOR CHILDREN,pediatric,Hospitals,Public Health Agency of Canada,1529,cedar ave,H3G 1A6,Montréal,QC,1529 cedar ave. montréal qc h3g 1a6,Montréal,2466023.0,24.0,45.499581,-73.588351,2
850,Golden and District General Hospital,general,Hospitals,Public Health Agency of Canada,835,9 ave s,V0A 1H0,Golden,BC,835 - 9th ave. s. golden bc v0a 1h0,Golden,5939007.0,59.0,51.296482700000006,-116.9666022,1
852,Golden Avenue Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4574,golden avenue,V8A 2X5,Powell River,BC,4574 golden avenue powell river bc v8a 2x5,Powell River,5927008.0,59.0,49.8396688,-124.5216509,1
8528,9th Avenue North Medical Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,2306,9 ave n,S4R 8C5,Regina,SK,2306 9th ave. n. regina saskatchewan s4r 8c5,Regina,4706027.0,47.0,50.484705,-104.614231,4
8529,Al Ritchie Heritage Community Health Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,1550,14 avenue,S4P 0W6,Regina,SK,1550 14th avenue regina sk s4p 0w6,Regina,4706027.0,47.0,50.444203,-104.603159,4
853,Golden Grove Care Facility,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,130,strathcona way,V9H 0B1,Campbell River,BC,130 strathcona way campbell river bc v9h 0b1,Campbell River,5924034.0,59.0,49.9486852,-125.206101,1
8530,Albert and Parliament Primary Health Care Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,3992,albert street,S4S 3R1,Regina,SK,3992 albert street regina saskatchewan s4s 3r1,Regina,4706027.0,47.0,50.415871,-104.619286,4
8532,All Nations' Healing Hospital,general,Hospitals,Public Health Agency of Canada,450,8 st,S0G 1S0,Fort Quappelle,SK,450 8th st. fort qu'appelle sk s0g 1s0,Treaty Four Reserve Grounds 77,4706829.0,47.0,50.76168870000001,-103.7870088,4
8534,Arcola Health Centre,general,Hospitals,Public Health Agency of Canada,607,prairie ave,S0C 0G0,Arcola,SK,607 prairie ave. arcola sk s0c 0g0,Arcola,4701059.0,47.0,49.637817600000005,-102.4846027,4
8536,Autism Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,2166,broad street,S4P 1Y5,Regina,SK,2166 broad street regina saskatchewan s4p 1y5,Regina,4706027.0,47.0,50.444378,-104.606664,4
8537,Avon Medical Clinic,health centre,Ambulatory health care services,Saskatchewan Health Authorities,2781,avonhurst dr,S4R 3J3,Regina,SK,2781 avonhurst dr regina sk s4r 3j3,Regina,4706027.0,47.0,50.470404,-104.622257,4
8538,Balcarres Integrated Care Centre,general,Hospitals,Public Health Agency of Canada,100,south elgin st,S0G 0C0,Balcarres,SK,100 south elgin st. balcarres sk s0g 0c0,Abernethy No. 186,4706042.0,47.0,50.803208000000005,-103.550837,4
8553,Biggar Hospital,general,Hospitals,Public Health Agency of Canada,501,1 ave w,S0K 0M0,Biggar,SK,501 1st ave. w. biggar sk s0k 0m0,Biggar,4712046.0,47.0,52.0566752,-107.9968687,4
8560,Broad Street Medical Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,2210,broad street,S4P 4V6,Regina,SK,2210 broad street regina saskatchewan s4p 4v6,Regina,4706027.0,47.0,50.443324,-104.607271,4
8561,Broadview Centennial Lodge,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,310,calgary street,S0G 0K0,Broadview,SK,310 calgary street broadview sk s0g 0k0,Broadview,4705031.0,47.0,50.376551,-102.573208,4
8562,Broadview Hospital,hospital,Hospitals,Saskatchewan Health Authorities,901,nina street,S0G 0K0,Broadview,SK,901 nina street broadview sk s0g 0k0,Broadview,4705031.0,47.0,50.373996000000005,-102.584409,4
8563,Broadview Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,901,nina street,S0G 0K0,Broadview,SK,901 nina street broadview sk s0g 0k0,Broadview,4705031.0,47.0,50.373996000000005,-102.584409,4
8596,Cupar Primary Health Care Clinic,primary care,Ambulatory health care services,Saskatchewan Health Authorities,213,mills street,S0G 0Y0,Cupar,SK,213 mills street cupar saskatchewan s0g 0y0,Cupar,4706094.0,47.0,50.946074,-104.206599,4
860,Good Samaritan Canada Heron Grove,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4900,20 st,V1T 9W3,Vernon,BC,4900 20 st vernon bc v1t 9w3,Vernon,5937014.0,59.0,50.2830685,-119.259139,1
8600,Davidson Health Centre,general,Hospitals,Public Health Agency of Canada,900,government rd,S0G 1A0,Davidson,SK,900 government rd. davidson sk s0g 1a0,Davidson,4711014.0,47.0,51.266611,-105.9844709,4
861,Good Samaritan Canada Village by the Station,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,270,hastings avenue,V2A 2V6,Penticton,BC,270 hastings avenue penticton bc v2a 2v6,Penticton,5907041.0,59.0,49.485198,-119.596264,1
8610,Echo Lodge Special Care Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,560,broadway street w,S0G 1S0,Fort Quappelle,SK,560 broadway street west fort qu'appelle sk s0g 1s0,Fort Qu'Appelle,4706051.0,47.0,50.770243,-103.80149,4
8629,Extendicare,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,1151,coteau street w,S6H 5G5,Moose Jaw,SK,1151 coteau street west moose jaw sk s6h 5g5,Moose Jaw,4707039.0,47.0,50.382142,-105.56752,4
863,Good Shepherd Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,14858,prospect ave,V4B 2B1,White Rock,BC,14858 prospect ave white rock bc v4b 2b1,White Rock,5915007.0,59.0,49.0245841,-122.8105055,1
8635,Family Medicine Unit,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,1621,albert street,S4S 2S3,Regina,SK,1621 albert street regina saskatchewan,Regina,4706027.0,47.0,50.452644,-104.617718,4
864,Goodlad House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7912,goodlad st,V5E 2H9,Burnaby,BC,7912 goodlad st burnaby bc v5e 2h9,Burnaby,5915025.0,59.0,49.229818,-122.940914,1
8640,Fort Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,121,broadway street w,S0G 1S0,Fort Quappelle,SK,121 broadway street west fort qu'appelle saskatchewan s0g 1s0,Fort Qu'Appelle,4706051.0,47.0,50.769493,-103.795093,4
8641,Fort Qu'Appelle Primary Health Care Centre,primary care,Ambulatory health care services,Saskatchewan Health Authorities,178,boundary ave n,S0G 1S0,Fort Quappelle,SK,178 boundary ave. n. fort qu'appelle sk s0g 1s0,Fort Qu'Appelle,4706051.0,47.0,50.770855,-103.795049,4
8642,Four Directions Community Health Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,1504,albert street,S4P 2S4,Regina,SK,1504 albert street regina saskatchewan s4p 2s4,Regina,4706027.0,47.0,50.454957,-104.618354,4
8648,Gateway Alliance Medical Clinic (North),medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,4535,rochdale blvd,S4X 4R3,Regina,SK,4535 rochdale blvd regina sk s4x 4r3,Regina,4706027.0,47.0,50.496028,-104.646666,4
8649,Gateway Alliance Medical Clinic (South),medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,4661,rae street,S4S 3R3,Regina,SK,4661 rae street regina saskatchewan s4s 3r3,Regina,4706027.0,47.0,50.404968,-104.620637,4
865,Gordon Head Medical Treatment Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,103-1595,mckenzie avenue,V8N 1A4,Victoria,BC,103-1595 mckenzie avenue victoria bc v8n 1a4,Saanich,5917021.0,59.0,48.468573,-123.333124,1
8651,Golden Prairie Home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,916,eden street,S0G 2K0,Indian Head,SK,916 eden street indian head sk s0g 2k0,Indian Head,4706039.0,47.0,50.537795,-103.665662,4
8658,Greens Medical Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,712437,green falls drive,S4V 3T6,Regina,SK,8-3850 green falls drive regina sk s4v 3t6,Regina,4706027.0,47.0,50.416796000000005,-104.517287,4
8659,Grenfell Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,721,stella street,S0G 2B0,Grenfell,SK,721 stella street grenfell sk s0g 2b0,Grenfell,4705029.0,47.0,50.412264,-102.934048,4
8660,Grenfell Pioneer Home,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,710,regina avenue,S0G 2B0,Grenfell,SK,710 regina avenue grenfell sk s0g 2b0,Grenfell,4705029.0,47.0,50.410051,-102.934515,4
8664,Harbour Landing Medical Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,4500,gordon road,S4W 0B7,Regina,SK,4500 gordon road regina saskatchewan s4w 0b7,Regina,4706027.0,47.0,50.408252000000005,-104.645982,4
8666,Herbert & District Integrated Health Facility,general,Hospitals,Public Health Agency of Canada,405,herbert ave,S0H 2A0,Herbert,SK,405 herbert ave. herbert sk s0h 2a0,Herbert,4707026.0,47.0,50.4263039,-107.21888529999998,4
867,Gorge View Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2972,wascana st,V9H 1V7,Victoria,BC,2972 wascana st victoria bc v9h 1v7,Saanich,5917021.0,59.0,48.4465292,-123.39234109999998,1
8670,Hudson Bay Health Care Facility,general,Hospitals,Public Health Agency of Canada,614,prince st,S0E 0Y0,Hudson Bay,SK,614 prince st. hudson bay sk s0e 0y0,Hudson Bay,4714004.0,47.0,52.85392589999999,-102.387622,4
8671,Humboldt District Health Complex,general,Hospitals,Public Health Agency of Canada,515,14 avenue,S0K 2A0,Humboldt,SK,515 - 14th avenue humboldt sk s0k 2a0,Humboldt,4715008.0,47.0,52.2124959,-105.1210596,4
8673,Idylwyld Centre - Main Office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,#101-310,idylwyld drive n,S7L 0Z2,Saskatoon,SK,#101310 idylwyld drive north saskatoon sk s7l 0z2,Saskatoon,4711066.0,47.0,52.13278,-106.669402,4
8675,Indian Head Union Hospital,general,Hospitals,Public Health Agency of Canada,300,hospital st,S0G 2K0,Indian Head,SK,300 hospital st. indian head sk s0g 2k0,Indian Head,4706039.0,47.0,50.536462,-103.6785068,4
8676,Integral Medical Centre (Imc),medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,6210,dewdney ave,S4T 1E2,Regina,SK,6210 dewdney ave regina sk s4t 1e2,Regina,4706027.0,47.0,50.455491,-104.669915,4
8677,Integrated Wellness and Health Balance Center,health centre,Ambulatory health care services,Saskatchewan Health Authorities,2318,9 avenue n,S4R 8C5,Regina,SK,2318 9th avenue n. regina saskatchewan s4r 8c5,Regina,4706027.0,47.0,50.484753000000005,-104.61455,4
8678,Invermay Health Centre,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,303,4 ave n,S0A 1M0,Invermay,SK,303 - 4th ave. n. invermay sk s0a 1m0,Invermay,4709058.0,47.0,51.808982,-103.153413,4
868,Gorse Street Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1945,gorse st,V2L 1G7,Prince George,BC,1945 gorse st prince george bc v2l 1g7,Prince George,5953023.0,59.0,53.905864,-122.7543,1
869,Goundrey Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,8645,goundrey st,V2V 6V5,Mission,BC,8645 goundrey st mission bc v2v 6v5,Mission,5909056.0,59.0,49.158835,-122.27779,1
8690,Kelvington Hospital,general,Hospitals,Public Health Agency of Canada,512,1 ave s,S0A 1W0,Kelvington,SK,512 - 1st ave. s. kelvington sk s0a 1w0,Kelvington,4714022.0,47.0,52.158065,-103.526917,4
8692,Kerrobert Hospital,general,Hospitals,Public Health Agency of Canada,115,manitoba ave,S0L 1R0,Kerrobert,SK,115 manitoba ave kerrobert sk s0l 1r0,Kerrobert,4713042.0,47.0,51.913666,-109.131866,4
8693,Kerrobert Integrated Health Centre,active acute hospital,Hospitals,Canadian Institute for Health Information,635,alberta avenue,S0L 1R0,Kerrobert,SK,635 alberta avenue kerrobert sk s0l 1r0 canada,Kerrobert,4713042.0,47.0,51.917673,-109.14045,4
8694,Kidney Health Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,235,albert street n,S4R 3C2,Regina,SK,235 albert street n. regina sk s4r 3c2,Regina,4706027.0,47.0,50.479628000000005,-104.617155,4
8697,Kindersley Hospital,general,Hospitals,Public Health Agency of Canada,1003,1 st w,S0L 1S2,Kindersley,SK,1003 - 1st st. w. kindersley sk s0l 1s2,Kindersley,4713008.0,47.0,51.470908,-109.164454,4
87,Covenant Health Our Lady of the Rosary Hospital,general,Hospitals,Public Health Agency of Canada,5402,47 st,T0C 0X0,Castor,AB,5402 - 47 st. castor ab t0c 0x0,Castor,4807014.0,48.0,52.2234403,-111.9068616,4
